,review_body,stars,language,translated_review
849,"No me ha gustado la calidad. Y viene partes cosidas fuera de sitio, vamos, sin coser.",2,es,"I didn't like the quality. And there are parts sewn out of place, come on, without sewing."
850,"El producto es tal como se anuncia. La talla, perfecta. Muy buen servicio y atencion al cliente",5,es,"The product is as advertised. The size, perfect. Very good service and customer service"
851,"Es mi primer sifón y me ha resultado fácil su uso. Esta muy bien, recomiendo tener dos de diferentes tamaños.",5,es,"It is my first siphon and I found it easy to use. It's very good, I recommend having two of different sizes."
852,Hace ya unos meses que lo compre y ya no es igual que antes ahora te undes en el colchón,2,es,I bought it a few months ago and it's not the same as before now you sink into the mattress
853,"Hasta la fecha, siempre he pelado mis perros con tijera, laborioso pero al menos no se asustaban, ya que no tengo bastantes ingresos para pagar un sitio oficial. No obstante, estaba determinada a probar una máquina, y después de leer todos los comentarios de las diversas maracas disponibles me quedé con éste, y de momento estoy encantada. Mi perro ni se inmuta - ni miedo ni nada, se queda tan tranquilito, y le he podido pelar tanto tiempo que quería sin ningún problema. El motivo de da solo 4 estrellas es que, aunque se enciende la lucecita roja al cargar y cuando se utiliza, no se apaga cuando la carga está completa, así que es difícil calcular la duración - suelo comprobar el enchufe, y cuando está frío, estará cargado. De todas maneras, nunca me ha dejado a medias, ha habido batería de sobra. Otra cosa que quizás faltaría sería la botellita de aceite, pero dado el precio, francamente no se puede pedir más. La máquina no se calienta como algunas, y es muy cómoda en la mano. En total, súper satisfecha - veremos cuánto dura !!!",4,es,"To date, I have always peeled my dogs with scissors, laborious but at least they were not scared, since I do not have enough income to pay for an official site. However, I was determined to try a machine, and after reading all the reviews of the various maracas available I settled on this one, and so far I am delighted. My dog ​​doesn't even flinch - not afraid or anything, he stays so calm, and I have been able to peel him for as long as he wanted without any problem. The reason it only gives 4 stars is that, although the little red light comes on when charging and when in use, it does not turn off when charging is complete, so it is difficult to estimate the duration - I usually check the plug, and when it is cold, will be loaded. In any case, it has never left me halfway, there has been plenty of battery. Another thing that might be missing would be the little bottle of oil, but given the price, frankly you can't ask for more. The machine does not get hot like some, and is very comfortable in the hand. In total, super satisfied - we'll see how long it lasts!!!"
854,No estan mal aunque no ajustan muy bien,3,es,"They're not bad, although they don't fit very well."
855,Sabor normalito tirando a malo y hace algo espuma es normal??,4,es,"Average flavor bordering on bad and it foams a bit, is it normal?"
856,"El diseño es bonito y la tela se ve buena. Tamaño adecuado y pesa poco. El problema es el soporte de la parte de abajo, se veía endeble pero es que se rompió al segundo día de usarlo en cuanto empezo a hacer un poco de viento (que tampoco era un viento exagerado!). Acabamos adaptándola a un pincho que teníamos de una sombrilla antigua...",1,es,"The design is nice and the fabric looks good. Appropriate size and light weight. The problem is the support at the bottom, it looked flimsy but it broke on the second day of using it as soon as it started to get a little windy (which wasn't an exaggerated wind either!). We ended up adapting it to a spike we had from an old umbrella..."
857,"Es muy cómodo de poner, el diseño es bonito y el bolsillo que lleva es muy útil, pero no es realmente impermeable, sino que los líquidos pasan como Pedro por su casa... Además tiene un fallo que es que el cuello no lleva goma y por tanto no se ajusta y queda holgado.",3,es,"It is very comfortable to put on, the design is nice and the pocket it has is very useful, but it is not really waterproof, but the liquids pass through his house like Pedro... It also has a flaw which is that the collar does not have rubber and therefore it does not fit and is loose."
858,Perfectas eran justo lo que buscaba mi pareja le encantaron. Gracias quede como un rey! 😉,5,es,"Perfect, they were just what my partner was looking for, he loved them. Thank you, I look like a king! 😉"
859,El envase no venía precintado. Por lo demás útil para su cometido.,2,es,The container was not sealed. Otherwise useful for its purpose.
860,Excelente calidad. Muy comoda por tamaño y con muchos departamentos interiores. El acolchado interior es de muy buena calidad y la cámara va muy protegida,5,es,Excellent quality. Very comfortable for its size and with many interior departments. The interior padding is of very good quality and the camera is very protected
861,"Relación calidad precio perfecto, la uso todos los dias",5,es,"Perfect quality-price ratio, I use it every day"
862,"Es bueno para tener todos los rollos de cocina ordenados en un sitio. Pero las cuchillas que cortan los diferentes rollos, no son prácticas. No cortan bien, sobre todo el rollo de plástico. No lo recomiendo.",3,es,"It's good to have all the kitchen rolls organized in one place. But the blades that cut the different rolls are not practical. They don't cut well, especially the plastic roll. I do not recommend it."
863,"Pensaba que iba a ser mas bueno y es normalito, rasca la inducción pero tienes que darle varias veces y no pasa bien por todos lados, como si fuera desigual la cuchilla.",2,es,"I thought it was going to be better and it is average, the induction scratches but you have to give it several times and it doesn't go well everywhere, as if the blade were uneven."
864,al mes se me estropeó. no recomiendo la compra de este producto a nadie. la encendia y se apagaba sola con solo 2 meses desde su compra,1,es,After a month it broke down. I do not recommend the purchase of this product to anyone. It turned it on and off by itself just 2 months after its purchase.
865,Se ha puesto feo negro y muy mal,1,es,It has become ugly black and very bad
866,"El producto viene en una caja pequeña, con los cables enrollados dentro. Son bastante duros, y funcionan perfectamente. Relación calidad/precio muy buena.",5,es,"The product comes in a small box, with the cables coiled inside. They are quite tough, and work perfectly. Very good quality/price ratio."
867,"En la descripción ponía que vienen 4 unidades y me ha llegado solo una,no compréis!!!",1,es,"In the description it said that 4 units come and I only received one, do not buy!!!"
868,No enlazaba correctamente con los dispositivos.,2,es,It did not link correctly with the devices.
